DATA;ORA;LIVELLO IDROMETRICO;TEMPERATURA ACQUA;TEMPERATURA ARIA;UMIDITÀ RELATIVA;PRESSIONE ATMOSFERICA;DIREZIONE VENTO;VELOCITÀ VENTO
2025-02-02;08:50;-0,175;;12,1;90;;173;2,7
2025-02-02;09:00;-0,208;11,7;12;90;1019,2;172;2,3
2025-02-02;09:10;-0,218;;12,5;89;;162;2,3
2025-02-02;09:20;-0,207;;12,6;89;;168;2,1
2025-02-02;09:30;-0,255;;12,5;89;;168;2,5
2025-02-02;09:40;-0,239;;12,8;88;;167;3,4
2025-02-02;09:50;-0,269;;12,9;88;;164;3,9
2025-02-02;10:00;-0,256;11,7;12,7;89;1018,8;162;3,9
2025-02-02;10:10;-0,254;;13,1;87;;161;4,9
2025-02-02;10:20;-0,274;;13,1;87;;161;4,5
2025-02-02;10:30;-0,296;;13,2;86;;167;4,3
2025-02-02;10:40;-0,296;;13;86;;163;4,5
2025-02-02;10:50;-0,295;;13,3;86;;158;4,2
2025-02-02;11:00;-0,292;11,7;13,2;87;1018,2;156;2,9
2025-02-02;11:10;-0,278;;13,2;85;;145;3
2025-02-02;11:20;-0,302;;13,4;83;;159;2,9
2025-02-02;11:30;-0,315;;13,8;81;;152;2,3
2025-02-02;11:40;-0,28;;14;79;;150;2,3
2025-02-02;11:50;-0,268;;14,1;81;;151;2,4
2025-02-02;12:00;-0,286;11,7;13,7;82;1017,5;126;2,5
2025-02-02;12:10;-0,278;;13,7;82;;124;2,3
2025-02-02;12:20;-0,248;;13,5;84;;116;2,2
2025-02-02;12:30;-0,263;;13,2;84;;108;2
2025-02-02;12:40;-0,26;;13;85;;107;1,7
2025-02-02;12:50;-0,219;;12,7;89;;71;1,3
2025-02-02;13:00;-0,214;11,7;13,2;85;1017;24;2,1
2025-02-02;13:10;-0,219;;11,3;91;;343;3,6
2025-02-02;13:20;-0,218;;11,3;92;;334;3
2025-02-02;13:30;-0,176;;11,3;92;;339;2,5
2025-02-02;13:40;-0,178;;11,6;92;;345;2,2
2025-02-02;13:50;-0,193;;11,6;91;;351;2,2
2025-02-02;14:00;-0,14;11,7;11,5;92;1016,7;340;2,1
2025-02-02;14:10;-0,13;;11,7;92;;348;1,6
2025-02-02;14:20;-0,139;;11,7;92;;335;1,1
2025-02-02;14:30;-0,15;;11,6;92;;336;0,9
2025-02-02;14:40;-0,099;;11,5;92;;274;0,7
2025-02-02;14:50;-0,1;;11,5;92;;291;1,1
2025-02-02;15:00;-0,106;11,8;11,6;92;1016,7;322;1,2
2025-02-02;15:10;-0,09;;11,5;91;;323;1,9
2025-02-02;15:20;-0,062;;11,6;92;;326;2,2
2025-02-02;15:30;-0,051;;11,5;92;;300;2,1
2025-02-02;15:40;-0,025;;11,7;92;;303;2
2025-02-02;15:50;;;;;;298;1,8
2025-02-02;16:00;-0,043;11,9;11,6;92;1016,4;299;1,6
2025-02-02;16:10;-0,01;;11,8;92;;347;1,3
2025-02-02;16:20;-0,006;;11,4;93;;5;2,4
2025-02-02;16:30;-0,017;;11,7;94;;8;2,9
2025-02-02;16:40;-0,047;;11,8;91;;90;2,5
2025-02-02;16:50;0,007;;12;92;;85;5,7
2025-02-02;17:00;0,015;11,9;11,8;92;1016,4;52;2,9
2025-02-02;17:10;0,024;;11,2;91;;31;2,7
2025-02-02;17:20;-0,046;;11,9;93;;102;1,5
2025-02-02;17:30;0,009;;12,3;91;;101;4,3
2025-02-02;17:40;0,022;;12,5;91;;105;4
2025-02-02;17:50;0,009;;12,7;90;;125;4,6
2025-02-02;18:00;-0,023;11,9;12,1;91;1016,3;132;5
2025-02-02;18:10;-0,039;;12,4;91;;126;4
2025-02-02;18:20;-0,014;;12,4;92;;132;3,1
2025-02-02;18:30;0,004;;12,3;93;;148;3,4
2025-02-02;18:40;-0,02;;12,2;93;;152;3,2
2025-02-02;18:50;-0,033;;12,2;94;;161;5
2025-02-02;19:00;-0,05;11,9;12,3;92;1016,3;164;4,8
2025-02-02;19:10;-0,027;;12,4;91;;166;4,6
2025-02-02;19:20;-0,05;;12,4;93;;167;5,3
2025-02-02;19:30;-0,074;;12,3;95;;168;4,7
2025-02-02;19:40;-0,059;;12,2;95;;167;4,3
2025-02-02;19:50;-0,074;;12,1;95;;143;2,7
2025-02-02;20:00;-0,075;11,9;12,3;94;1016,3;149;2,8
2025-02-02;20:10;-0,106;;12,1;95;;150;3,1
2025-02-02;20:20;-0,103;;12,1;96;;147;2,9
2025-02-02;20:30;-0,101;;12,2;95;;143;3,7
2025-02-02;20:40;-0,104;;12,2;94;;141;4,6
2025-02-02;20:50;-0,107;;12,1;93;;142;4,7
2025-02-02;21:00;-0,156;11,9;12,1;95;1016,6;144;3,8
2025-02-02;21:10;-0,138;;11,9;95;;153;3,1
2025-02-02;21:20;-0,156;;11,9;95;;154;3
2025-02-02;21:30;-0,149;;11,8;95;;142;2,5
2025-02-02;21:40;-0,153;;11,5;95;;149;2,2
2025-02-02;21:50;-0,174;;11,4;96;;178;2
2025-02-02;22:00;-0,187;11,9;11,7;95;1016,5;191;1,4
2025-02-02;22:10;-0,142;;11,5;97;;176;0,7
2025-02-02;22:20;-0,185;;11,7;98;;83;1,2
2025-02-02;22:30;-0,175;;11,6;98;;73;1,7
2025-02-02;22:40;-0,19;;11,8;97;;63;3,3
2025-02-02;22:50;-0,164;;11,7;97;;97;3,1
2025-02-02;23:00;-0,176;11,9;11,6;97;1016,2;98;5,6
2025-02-02;23:10;-0,168;;11,8;97;;95;4,8
2025-02-02;23:20;-0,164;;11,8;97;;102;4,6
2025-02-02;23:30;-0,171;;11,8;97;;96;4,7
2025-02-02;23:40;-0,176;;11,7;97;;105;3,2
2025-02-02;23:50;-0,162;;11,7;98;;104;2,9
2025-02-03;00:00;-0,131;11,9;11,7;97;1015,8;91;1,9
2025-02-03;00:10;-0,133;;11,8;98;;69;1,6
2025-02-03;00:20;-0,134;;11,7;98;;359;1,2
2025-02-03;00:30;-0,153;;11,6;98;;302;2,3
2025-02-03;00:40;-0,108;;11,7;98;;313;3,1
2025-02-03;00:50;-0,102;;11,6;98;;342;3,5
2025-02-03;01:00;-0,06;12;11,7;98;1015;48;4,8
2025-02-03;01:10;-0,083;;11,4;98;;66;3,5
2025-02-03;01:20;-0,082;;11,5;98;;20;3,4
2025-02-03;01:30;-0,037;;11,7;98;;49;3,7
2025-02-03;01:40;-0,009;;11,8;98;;7;2,2
2025-02-03;01:50;-0,061;;11,7;98;;174;2,9
2025-02-03;02:00;-0,035;12;11,6;98;1013,9;130;2,2
2025-02-03;02:10;0,018;;11,5;98;;129;4,8
2025-02-03;02:20;-0,006;;11,3;97;;113;4,5
2025-02-03;02:30;0,002;;11,4;97;;108;5,5
2025-02-03;02:40;0,011;;11,2;97;;105;6,8
2025-02-03;02:50;0,036;;11,3;97;;109;6,5
2025-02-03;03:00;0,041;12;11,4;97;1013,7;109;7,7
2025-02-03;03:10;0,034;;11,5;96;;111;8
2025-02-03;03:20;0,059;;11,5;96;;127;7,3
2025-02-03;03:30;0,07;;11,5;96;;129;6,7
2025-02-03;03:40;0,047;;11,4;96;;132;6,7
2025-02-03;03:50;0,045;;11,3;96;;132;5,4
2025-02-03;04:00;0,061;12;11,4;96;1014;132;4,2
2025-02-03;04:10;0,074;;11,3;95;;129;4,2
2025-02-03;04:20;0,086;;11,3;95;;141;4,2
2025-02-03;04:30;0,097;;11,2;94;;140;3,5
2025-02-03;04:40;0,083;;11,2;95;;142;3,3
2025-02-03;04:50;0,07;;11,3;93;;149;2,8
2025-02-03;05:00;0,102;12;11,3;94;1014,7;159;3
2025-02-03;05:10;0,098;;11,4;91;;164;3,4
2025-02-03;05:20;0,086;;11,4;92;;181;4,2
2025-02-03;05:30;0,061;;11,3;93;;164;3,1
2025-02-03;05:40;0,086;;11,3;94;;155;2,5
2025-02-03;05:50;0,088;;11,2;94;;151;2,4
2025-02-03;06:00;0,065;12;11,3;93;1015,2;143;1,5
2025-02-03;06:10;0,062;;11,1;94;;139;1,5
2025-02-03;06:20;0,065;;11,1;94;;155;1,4
2025-02-03;06:30;0,045;;11,1;93;;147;1,8
2025-02-03;06:40;0,064;;11,3;91;;136;2,5
2025-02-03;06:50;0,017;;11,3;92;;131;2,6
2025-02-03;07:00;0,047;12;11,2;93;1015,6;126;2,6
2025-02-03;07:10;0,014;;11,4;92;;140;2,4
2025-02-03;07:20;-0,013;;11,5;92;;158;2,5
2025-02-03;07:30;-0,008;;11,4;92;;143;2,6
2025-02-03;07:40;-0,005;;11,4;92;;123;2,8
2025-02-03;07:50;-0,005;;11,5;92;;127;2,9
2025-02-03;08:00;-0,048;12;11,4;92;1016;136;2,8
2025-02-03;08:10;-0,046;;11,9;91;;141;2,1
2025-02-03;08:20;-0,065;;11,8;90;;149;2,3
2025-02-03;08:30;-0,064;;11,7;90;;160;2,5
